City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
399,Mandali,IQ,33.7499,45.5541,54.73,67,39,8.1,scattered clouds
400,Bonavista,CA,48.6499,-53.1147,39.0,100,100,4.61,overcast clouds
401,Andros Town,BS,24.7,-77.7667,66.2,68,75,6.91,broken clouds
402,Frederico Westphalen,BR,-27.3592,-53.3944,73.0,91,99,5.55,overcast clouds
403,Erzurum,TR,40.0,41.5,32.0,74,75,12.66,light snow
404,Sabha,LY,27.0377,14.4283,41.56,67,0,5.39,clear sky
405,Vertientes,CU,21.2594,-78.1464,69.8,88,20,8.05,few clouds
406,Latur,IN,18.4,76.5833,71.04,55,0,10.16,clear sky
407,Morrope,PE,-6.5417,-80.0111,72.0,76,97,1.99,overcast clouds
408,Roald,NO,62.5833,6.1333,41.0,70,7,4.61,clear sky
409,Mweka,CD,-4.85,21.5667,66.67,98,93,0.94,overcast clouds
410,Salinas,US,36.6777,-121.6555,62.6,59,1,10.36,clear sky
411,Manakara,MG,-22.1333,48.0167,78.04,88,2,7.18,clear sky
412,Adra,ES,36.7496,-3.0206,46.4,76,100,8.05,overcast clouds
413,Gayny,RU,60.3071,54.3241,-9.42,90,87,5.57,overcast clouds
414,Sortland,NO,68.6949,15.4162,27.0,92,96,2.3,overcast clouds
415,Challapata,BO,-18.9,-66.7667,50.59,70,100,8.25,overcast clouds
416,Berlevag,NO,70.8578,29.0864,34.32,87,100,16.4,light snow
417,Prainha,BR,-1.8,-53.48,74.43,89,36,4.54,light rain
418,Rio Grande,BR,-32.035,-52.0986,64.99,97,0,8.23,clear sky
419,Kamo,JP,37.65,139.05,39.0,100,75,12.66,light snow
420,Saint-Leu,RE,-21.15,55.2833,78.8,65,0,3.44,clear sky
421,Zhanaozen,KZ,43.3,52.8,36.39,82,0,15.88,clear sky
422,Akniste,LV,56.1615,25.7478,7.48,95,96,3.89,overcast clouds
423,Birin,NP,26.8865,88.0718,56.66,52,0,1.95,clear sky
424,Rosarno,IT,38.4841,15.979,53.6,62,40,9.22,scattered clouds
425,Leticia,CO,-4.2153,-69.9406,77.0,94,75,8.05,light rain
426,Martvili,GE,42.4144,42.3792,41.0,93,90,10.36,overcast clouds
427,Mirnyy,RU,62.5353,113.9611,-37.01,81,100,3.27,overcast clouds
428,Sembe,CG,1.6481,14.5806,71.15,88,94,1.81,overcast clouds
429,Arkhangelsk,RU,64.5401,40.5433,6.8,85,90,4.47,overcast clouds
430,Pangoa,PE,-12.1167,-73.0,68.83,95,100,1.66,light rain
431,Perpignan,FR,42.75,2.75,46.4,57,0,16.11,clear sky
432,Makat,KZ,47.6469,53.3463,26.87,98,99,14.74,overcast clouds
433,Kumo,NG,10.0447,11.2122,66.63,26,91,6.85,overcast clouds
434,Ewo,CG,-0.8725,14.8206,73.04,88,99,3.13,light rain
435,Abnub,EG,27.2696,31.1511,48.2,57,0,11.5,clear sky
436,Vandoeuvre-Les-Nancy,FR,48.65,6.1833,35.6,93,75,3.44,broken clouds
437,Bokovskaya,RU,49.229,41.8306,7.57,95,100,11.83,light snow
438,Srivardhan,IN,18.0333,73.0167,76.69,64,0,5.46,clear sky
439,Porto Novo,BJ,6.4965,2.6036,80.6,89,20,6.91,few clouds
